site,Site.detail,sample,d13C,height
MS16,MS16-Sidi M'Sal,M301-164.1,-1.49,76.1
MS16,MS16-Sidi M'Sal,M301-164.5,-1.5,76.5
MS16,MS16-Sidi M'Sal,M301-164.9,-1.59,76.9
MS16,MS16-Sidi M'Sal,M301-167.1,-1.64,79.1
MS16,MS16-Sidi M'Sal,M301-167.6,-1.54,79.6
MS16,MS16-Sidi M'Sal,M301-167.9,-1.71,79.9
MS16,MS16-Sidi M'Sal,M301-168.8,-1.74,80.8
MS16,MS16-Sidi M'Sal,M301-169.0,-1.88,81
MS16,MS16-Sidi M'Sal,M301-170.8,-1.89,82.8
MS16,MS16-Sidi M'Sal,M301-171.3,-1.72,83.3
MS16,MS16-Sidi M'Sal,M301-172.2,-1.79,84.2
MS16,MS16-Sidi M'Sal,M301-172.7,-2.01,84.7
MS16,MS16-Sidi M'Sal,M301-173.2,-2.02,85.2
MS16,MS16-Sidi M'Sal,M301-173.5,-1.95,85.5
MS16,MS16-Sidi M'Sal,M301-174.4,-2.56,86.4
MS16,MS16-Sidi M'Sal,M301-174.8,-2.7,86.8
MS16,MS16-Sidi M'Sal,M301-176.1,-3.37,88.1
MS16,MS16-Sidi M'Sal,M301-176.5,-3.22,88.5
MS16,MS16-Sidi M'Sal,M301-177.1,-3.27,89.1
MS16,MS16-Sidi M'Sal,M301-179.6,-3.56,91.6
MS16,MS16-Sidi M'Sal,M301-180.2,-2.84,92.2
MS16,MS16-Sidi M'Sal,M301-180.7,-2.56,92.7
MS16,MS16-Sidi M'Sal,M301-181.3,-2.41,93.3
MS16,MS16-Sidi M'Sal,M301-181.5,-2.55,93.5
MS16,MS16-Sidi M'Sal,M301-182.6,-2.46,94.6
MS16,MS16-Sidi M'Sal,M301-183.4,-3.18,95.4
MS16,MS16-Sidi M'Sal,M301-184.1,-3.61,96.1
MS16,MS16-Sidi M'Sal,M301-184.4,-3.78,96.4
MS16,MS16-Sidi M'Sal,M301-186.8,-2.93,98.8
MS16,MS16-Sidi M'Sal,M301-187.4,-2.04,99.4
MS16,MS16-Sidi M'Sal,M301-187.9,-1.66,99.9
MS16,MS16-Sidi M'Sal,M301-188.5,-1.95,100.5
MS16,MS16-Sidi M'Sal,M301-190.4,-4.6,102.4
MS16,MS16-Sidi M'Sal,M301-191.0,-4.16,103
MS16,MS16-Sidi M'Sal,M301-191.9,-4.09,103.9
MS16,MS16-Sidi M'Sal,M301-193.5,-3.57,105.5
MS16,MS16-Sidi M'Sal,M301-194.6,-3.87,106.6
MS16,MS16-Sidi M'Sal,M301-195.4,-3.82,107.4
MS16,MS16-Sidi M'Sal,M301-195.9,-4.54,107.9
MS16,MS16-Sidi M'Sal,M301-196.6,-4.44,108.6
MS16,MS16-Sidi M'Sal,M301-198.2,-5.15,110.2
MS16,MS16-Sidi M'Sal,M301-199.1,-3.25,111.1
MS16,MS16-Sidi M'Sal,M301-199.6,-3.69,111.6
MS16,MS16-Sidi M'Sal,M301-200.5,-2.93,112.5
MS16,MS16-Sidi M'Sal,M301-200.8,-3.09,112.8
MS16,MS16-Sidi M'Sal,M301-202.5,-3.64,114.5
MS16,MS16-Sidi M'Sal,M301-203.1,-3.97,115.1
MS16,MS16-Sidi M'Sal,M301-204.3,-4.27,116.3
MS16,MS16-Sidi M'Sal,M301-204.7,-4.22,116.7
MS16,MS16-Sidi M'Sal,M301-205.1,-4.19,117.1
MS16,MS16-Sidi M'Sal,M301-208.0,-3.86,120
MS16,MS16-Sidi M'Sal,M301-210.9,1.1,122.9
MS16,MS16-Sidi M'Sal,M301-211.5,1.16,123.5
MS16,MS16-Sidi M'Sal,M301-213.4,0.29,125.4
MS16,MS16-Sidi M'Sal,M301-214.3,1.48,126.3
MS16,MS16-Sidi M'Sal,M301-215.3,1.92,127.3
MS16,MS16-Sidi M'Sal,M301-215.8,1.07,127.8
MS16,MS16-Sidi M'Sal,M301-216.5,1.4,128.5
MS16,MS16-Sidi M'Sal,M301-218.1,2.36,130.1
MS16,MS16-Sidi M'Sal,M301-219.0,2.04,131
MS16,MS16-Sidi M'Sal,M301-219.6,2.32,131.6
MS16,MS16-Sidi M'Sal,M301-220.1,2.41,132.1
MS16,MS16-Sidi M'Sal,M301-221.1,1,133.1
MS16,MS16-Sidi M'Sal,M301-221.6,0.46,133.6
MS16,MS16-Sidi M'Sal,M301-222.0,0.97,134
MS16,MS16-Sidi M'Sal,M301-223.1,0.27,135.1
MS16,MS16-Sidi M'Sal,M301-223.5,0.46,135.5
MS16,MS16-Sidi M'Sal,M301-224.6,0.5,136.6
MS16,MS16-Sidi M'Sal,M301-225.0,0.46,137
MS16,MS16-Sidi M'Sal,M301-225.8,-0.55,137.8
MS16,MS16-Sidi M'Sal,M301-226.2,-0.44,138.2
MS16,MS16-Sidi M'Sal,M301-226.5,-0.26,138.5
MS16,MS16-Sidi M'Sal,M301-227.1,-0.87,139.1
MS16,MS16-Sidi M'Sal,M301-227.5,-0.84,139.5
MS16,MS16-Sidi M'Sal,M301-228.0,-1.05,140
MS16,MS16-Sidi M'Sal,M301-228.5,-1.07,140.5
MS16,MS16-Sidi M'Sal,M301-228.9,-1.48,140.9
MS16,MS16-Sidi M'Sal,M301-229.4,-1.79,141.4
MS16,MS16-Sidi M'Sal,M301-230.4,-1.91,142.4
MS16,MS16-Sidi M'Sal,M301-230.9,-2.25,142.9
MS16,MS16-Sidi M'Sal,M301-231.3,-2.31,143.3
MS16,MS16-Sidi M'Sal,M301-231.7,-1.87,143.7
MS16,MS16-Sidi M'Sal,M301-232.8,-1.71,144.8
MS16,MS16-Sidi M'Sal,M301-233.1,-1.5,145.1
MS16,MS16-Sidi M'Sal,M301-233.5,-1.42,145.5
MS16,MS16-Sidi M'Sal,M301-235.6,-1.63,147.6
MS16,MS16-Sidi M'Sal,M301-236.6,-1.83,148.6
MS16,MS16-Sidi M'Sal,M301-237.8,-2.07,149.8
MS16,MS16-Sidi M'Sal,M301-238.0,-2.08,150
MS16,MS16-Sidi M'Sal,M301-238.5,-2.68,150.5
MS16,MS16-Sidi M'Sal,M301-239.1,-2.54,151.1
MS16,MS16-Sidi M'Sal,M301-239.5,-2.66,151.5
MS16,MS16-Sidi M'Sal,M301-241.2,-2.03,153.2
MS16,MS16-Sidi M'Sal,M301-241.7,-2.23,153.7
MS16,MS16-Sidi M'Sal,M301-242.2,-2.14,154.2
MS16,MS16-Sidi M'Sal,M301-242.5,-2.13,154.5
MS16,MS16-Sidi M'Sal,M301-243.0,-2.12,155
MS16,MS16-Sidi M'Sal,M301-243.4,-2.37,155.4
MS16,MS16-Sidi M'Sal,M301-244.2,-3.43,156.2
MS16,MS16-Sidi M'Sal,M301-244.7,-3.11,156.7
MS16,MS16-Sidi M'Sal,M301-245.2,-3.07,157.2
MS16,MS16-Sidi M'Sal,M301-245.6,-2.99,157.6
MS16,MS16-Sidi M'Sal,M301-245.9,-2.41,157.9
MS16,MS16-Sidi M'Sal,M301-247.1,-2.44,159.1
MS16,MS16-Sidi M'Sal,M301-247.8,-2.37,159.8
MS16,MS16-Sidi M'Sal,M301-248.9,-2.53,160.9
MS16,MS16-Sidi M'Sal,M301-249.3,-2.53,161.3
MS16,MS16-Sidi M'Sal,M301-249.8,-2.71,161.8
MS16,MS16-Sidi M'Sal,M301-250.6,-2.8,162.6
MS16,MS16-Sidi M'Sal,M301-251.2,-2.33,163.2
MS16,MS16-Sidi M'Sal,M301-251.6,-2.48,163.6
MS16,MS16-Sidi M'Sal,M301-252.4,-2.7,164.4
MS16,MS16-Sidi M'Sal,M301-253.2,-3.1,165.2
MS16,MS16-Sidi M'Sal,M301-253.6,-2.88,165.6
MS16,MS16-Sidi M'Sal,M301-254.0,-3.34,166
MS16,MS16-Sidi M'Sal,M301-255.3,-3.78,167.3
MS16,MS16-Sidi M'Sal,M301-255.8,-3.75,167.8
MS16,MS16-Sidi M'Sal,M301-256.2,-3.37,168.2
MS16,MS16-Sidi M'Sal,M301-256.9,-3.09,168.9
MS16,MS16-Sidi M'Sal,M301-257.9,-3.12,169.9
MS16,MS16-Sidi M'Sal,M301-258.1,-3.08,170.1
MS16,MS16-Sidi M'Sal,M301-259.0,-2.22,171
MS16,MS16-Sidi M'Sal,M301-259.7,-2.59,171.7
MS16,MS16-Sidi M'Sal,M301-260.2,-0.82,172.2
MS16,MS16-Sidi M'Sal,M301-260.9,-0.93,172.9
MS16,MS16-Sidi M'Sal,M301-262.7,1.32,174.7
MS16,MS16-Sidi M'Sal,M301-263.2,0.93,175.2
MS16,MS16-Sidi M'Sal,M301-263.9,0.93,175.9
MS16,MS16-Sidi M'Sal,M301-264.8,0.78,176.8
MS16,MS16-Sidi M'Sal,M301-265.5,0.79,177.5
MS16,MS16-Sidi M'Sal,M301-266.4,0.65,178.4
MS16,MS16-Sidi M'Sal,M301-266.9,0.69,178.9
MS16,MS16-Sidi M'Sal,M301-267.3,0.66,179.3
MS16,MS16-Sidi M'Sal,M301-268.9,0.3,180.9
MS16,MS16-Sidi M'Sal,M301-269.5,-0.19,181.5
MS16,MS16-Sidi M'Sal,M301-270.3,-0.12,182.3
MS16,MS16-Sidi M'Sal,M301-271.3,-0.26,183.3
MS16,MS16-Sidi M'Sal,M301-271.8,-0.23,183.8
MS16,MS16-Sidi M'Sal,M301-272.2,-0.29,184.2
MS16,MS16-Sidi M'Sal,M301-273.2,-0.43,185.2
MS16,MS16-Sidi M'Sal,M301-274.4,-0.7,186.4
MS16,MS16-Sidi M'Sal,M301-274.7,-0.87,186.7
MS16,MS16-Sidi M'Sal,M301-275.6,-1.07,187.6
MS16,MS16-Sidi M'Sal,M301-276.2,-1.22,188.2
MS16,MS16-Sidi M'Sal,M301-276.9,-0.94,188.9
MS16,MS16-Sidi M'Sal,M301-278.0,-0.88,190
MS16,MS16-Sidi M'Sal,M301-278.5,-0.94,190.5
MS16,MS16-Sidi M'Sal,M301-279.8,-0.81,191.8
MS16,MS16-Sidi M'Sal,M301-280.2,-0.85,192.2
MS16,MS16-Sidi M'Sal,M301-280.7,-0.81,192.7
MS16,MS16-Sidi M'Sal,M301-281.2,-1.15,193.2
MS16,MS16-Sidi M'Sal,M301-281.6,-1.01,193.6
MS16,MS16-Sidi M'Sal,M301-281.9,-1.1,193.9
MS16,MS16-Sidi M'Sal,M301-282.4,-1.19,194.4
MS16,MS16-Sidi M'Sal,M301-283.2,-1.51,195.2
MS16,MS16-Sidi M'Sal,M301-284.8,-1.92,196.8
MS16,MS16-Sidi M'Sal,M301-285.3,-2.27,197.3
MS16,MS16-Sidi M'Sal,M301-286.1,-2.05,198.1
MS16,MS16-Sidi M'Sal,M301-286.8,-1.91,198.8
MS16,MS16-Sidi M'Sal,M301-287.4,-1.94,199.4
MS16,MS16-Sidi M'Sal,M301-287.6,-1.87,199.6
MS16,MS16-Sidi M'Sal,M301-288.0,-2.16,200
MS16,MS16-Sidi M'Sal,M301-288.7,-2.31,200.7
MS16,MS16-Sidi M'Sal,M301-289.5,-1.85,201.5
MS16,MS16-Sidi M'Sal,M301-290.5,-1.81,202.5
MS16,MS16-Sidi M'Sal,M301-291.5,-1.85,203.5
MS16,MS16-Sidi M'Sal,M301-291.6,-1.88,203.6
MS16,MS16-Sidi M'Sal,M301-293.1,-1.85,205.1
MS16,MS16-Sidi M'Sal,M301-294.5,-2.09,206.5
MS16,MS16-Sidi M'Sal,M301-295.0,-1.75,207
MS16,MS16-Sidi M'Sal,M301-295.8,-1.89,207.8
MS16,MS16-Sidi M'Sal,M301-297.0,-2.16,209
MS16,MS16-Sidi M'Sal,M301-298.2,-2.17,210.2
MS16,MS16-Sidi M'Sal,M301-298.7,-2.11,210.7
MS16,MS16-Sidi M'Sal,M301-299.4,-2.13,211.4
MS16,MS16-Sidi M'Sal,M301-300.1,-2.41,212.1
MS16,MS16-Sidi M'Sal,M301-300.5,-2.41,212.5
MS16,MS16-Sidi M'Sal,M301-301.0,-2.41,213
MS16,MS16-Sidi M'Sal,M301-301.5,-2.35,213.5
MS16,MS16-Sidi M'Sal,M301-303.0,-2.26,215
MS16,MS16-Sidi M'Sal,M301-303.7,-1.88,215.7
MS16,MS16-Sidi M'Sal,M301-304.4,-1.81,216.4
MS16,MS16-Sidi M'Sal,M301-305.2,-1.87,217.2
MS16,MS16-Sidi M'Sal,M301-306.1,-2.41,218.1
MS16,MS16-Sidi M'Sal,M301-306.6,-2.12,218.6
MS16,MS16-Sidi M'Sal,M301-307.1,-1.74,219.1
MS16,MS16-Sidi M'Sal,M301-308.2,-2.03,220.2
MS16,MS16-Sidi M'Sal,M301-308.9,-2.14,220.9
MS16,MS16-Sidi M'Sal,M301-310.7,-1.6,222.7
MS16,MS16-Sidi M'Sal,M301-311.2,-1.52,223.2
MS16,MS16-Sidi M'Sal,M301-311.4,-1.44,223.4
MS16,MS16-Sidi M'Sal,M301-312.2,-0.45,224.2
MS16,MS16-Sidi M'Sal,M301-312.9,-0.27,224.9
MS16,MS16-Sidi M'Sal,M302-00.3,0.97,225.8
MS16,MS16-Sidi M'Sal,M302-00.9,0.5,226.4
MS16,MS16-Sidi M'Sal,M302-02.2,0.47,227.7
MS16,MS16-Sidi M'Sal,M302-02.6,0.66,228.1
MS16,MS16-Sidi M'Sal,M302-03.7,0.55,229.2
MS16,MS16-Sidi M'Sal,M302-04.4,0.04,229.9
MS16,MS16-Sidi M'Sal,M302-04.8,0.15,230.3
MS16,MS16-Sidi M'Sal,M302-05.2,-0.16,230.7
MS16,MS16-Sidi M'Sal,M302-05.6,-0.07,231.1
MS16,MS16-Sidi M'Sal,M302-06.4,-0.4,231.9
MS16,MS16-Sidi M'Sal,M302-07.3,-0.35,232.8
MS16,MS16-Sidi M'Sal,M302-07.6,-0.16,233.1
MS16,MS16-Sidi M'Sal,M302-09.0,-0.59,234.5
MS16,MS16-Sidi M'Sal,M302-09.7,-0.5,235.2
MS16,MS16-Sidi M'Sal,M302-10.4,-0.5,235.9
MS16,MS16-Sidi M'Sal,M302-11.0,-0.66,236.5
MS16,MS16-Sidi M'Sal,M302-11.5,-1.06,237
MS16,MS16-Sidi M'Sal,M302-12.1,-1.34,237.6
MS16,MS16-Sidi M'Sal,M302-12.6,-1.1,238.1
MS16,MS16-Sidi M'Sal,M302-13.2,-0.77,238.7
MS16,MS16-Sidi M'Sal,M302-13.9,-0.88,239.4
MS16,MS16-Sidi M'Sal,M302-14.3,-0.98,239.8
MS16,MS16-Sidi M'Sal,M302-14.9,-0.98,240.4
MS16,MS16-Sidi M'Sal,M302-15.4,-1.15,240.9
MS16,MS16-Sidi M'Sal,M302-16.0,-1.2,241.5
MS16,MS16-Sidi M'Sal,M302-16.4,-1.25,241.9
MS16,MS16-Sidi M'Sal,M302-17.3,-1.29,242.8
MS16,MS16-Sidi M'Sal,M302-18.8,-1.7,244.3
MS16,MS16-Sidi M'Sal,M302-19.2,-2.15,244.7
MS16,MS16-Sidi M'Sal,M302-20.1,-2.17,245.6
MS16,MS16-Sidi M'Sal,M302-20.7,-2.14,246.2
MS16,MS16-Sidi M'Sal,M302-21.1,-2.06,246.6
MS16,MS16-Sidi M'Sal,M302-21.3,-2.29,246.8
MS16,MS16-Sidi M'Sal,M302-22.1,-1.89,247.6
MS16,MS16-Sidi M'Sal,M302-22.5,-1.97,248
MS16,MS16-Sidi M'Sal,M302-23.1,-2.2,248.6
MS16,MS16-Sidi M'Sal,M302-23.6,-2.02,249.1
MS16,MS16-Sidi M'Sal,M302-24.4,-1.93,249.9
MS16,MS16-Sidi M'Sal,M302-24.8,-2,250.3
MS16,MS16-Sidi M'Sal,M302-25.3,-1.95,250.8
MS16,MS16-Sidi M'Sal,M302-26.1,-1.94,251.6
MS16,MS16-Sidi M'Sal,M302-26.5,-1.77,252
MS16,MS16-Sidi M'Sal,M302-26.8,-2.02,252.3
MS16,MS16-Sidi M'Sal,M302-28.1,-2.3,253.6
MS16,MS16-Sidi M'Sal,M302-28.7,-2.03,254.2
MS16,MS16-Sidi M'Sal,M302-29.1,-2.58,254.6
MS16,MS16-Sidi M'Sal,M302-29.7,-2.73,255.2
MS16,MS16-Sidi M'Sal,M302-30.7,-1.97,256.2
MS16,MS16-Sidi M'Sal,M302-31.6,-2.22,257.1
MS16,MS16-Sidi M'Sal,M302-31.9,-2.22,257.4
MS16,MS16-Sidi M'Sal,M302-32.5,-2.27,258
MS16,MS16-Sidi M'Sal,M302-32.9,-2.2,258.4
MS16,MS16-Sidi M'Sal,M302-33.1,-2.55,258.6
MS16,MS16-Sidi M'Sal,M302-33.9,-2.12,259.4
MS16,MS16-Sidi M'Sal,M302-34.2,-2.37,259.7
MS16,MS16-Sidi M'Sal,M302-34.7,-2.41,260.2
MS16,MS16-Sidi M'Sal,M302-35.0,-2.4,260.5
MS16,MS16-Sidi M'Sal,M302-35.6,-2.34,261.1
MS16,MS16-Sidi M'Sal,M302-35.9,-2.32,261.4
MS16,MS16-Sidi M'Sal,M302-36.2,-2.29,261.7
MS16,MS16-Sidi M'Sal,M302-36.9,-2.5,262.4
MS16,MS16-Sidi M'Sal,M302-37.3,-2.13,262.8
MS16,MS16-Sidi M'Sal,M302-38.0,-1.71,263.5
MS16,MS16-Sidi M'Sal,M302-38.4,-2.07,263.9
MS16,MS16-Sidi M'Sal,M302-38.8,-1.87,264.3
MS16,MS16-Sidi M'Sal,M302-39.5,-2.74,265
MS16,MS16-Sidi M'Sal,M302-40.1,-2.7,265.6
MS16,MS16-Sidi M'Sal,M302-40.9,-1.73,266.4
MS16,MS16-Sidi M'Sal,M302-41.8,-1.98,267.3
MS16,MS16-Sidi M'Sal,M302-42.1,-2.06,267.6
MS16,MS16-Sidi M'Sal,M302-42.3,-1.9,267.8
MS16,MS16-Sidi M'Sal,M302-43.2,-1.42,268.7
MS16,MS16-Sidi M'Sal,M302-43.9,-1.38,269.4
MS16,MS16-Sidi M'Sal,M302-44.1,-1.62,269.6
MS16,MS16-Sidi M'Sal,M302-45.5,-0.19,271
MS16,MS16-Sidi M'Sal,M302-46.0,-0.8,271.5
MS16,MS16-Sidi M'Sal,M302-46.5,-0.45,272
MS16,MS16-Sidi M'Sal,M302-47.0,-0.69,272.5
MS16,MS16-Sidi M'Sal,M302-47.4,-0.76,272.9
MS16,MS16-Sidi M'Sal,M302-48.0,-0.56,273.5
MS16,MS16-Sidi M'Sal,M302-48.4,-0.44,273.9
MS16,MS16-Sidi M'Sal,M302-48.8,-0.7,274.3
MS16,MS16-Sidi M'Sal,M302-49.3,-0.44,274.8
MS16,MS16-Sidi M'Sal,M302-49.4,-0.46,274.9
MS16,MS16-Sidi M'Sal,M302-49.9,-0.51,275.4
MS16,MS16-Sidi M'Sal,M302-50.5,-0.58,276
MS16,MS16-Sidi M'Sal,M302-51.3,-0.54,276.8
MS16,MS16-Sidi M'Sal,M302-51.6,-1.48,277.1
MS16,MS16-Sidi M'Sal,M302-52.4,-1.63,277.9
MS16,MS16-Sidi M'Sal,M302-52.9,-1.7,278.4
MS16,MS16-Sidi M'Sal,M302-53.3,0.6,278.8
MS16,MS16-Sidi M'Sal,M302-53.6,0.5,279.1
MS16,MS16-Sidi M'Sal,M302-53.9,0.33,279.4
MS16,MS16-Sidi M'Sal,M302-54.5,0.43,280
MS16,MS16-Sidi M'Sal,M302-54.9,0.2,280.4
MS16,MS16-Sidi M'Sal,M302-55.7,-0.23,281.2
MS16,MS16-Sidi M'Sal,M302-56.2,-0.25,281.7
MS16,MS16-Sidi M'Sal,M302-56.8,-0.32,282.3
MS16,MS16-Sidi M'Sal,M302-57.2,-0.44,282.7
MS16,MS16-Sidi M'Sal,M302-57.5,-0.44,283
MS16,MS16-Sidi M'Sal,M302-57.7,-0.06,283.2
MS16,MS16-Sidi M'Sal,M302-58.6,-0.24,284.1
MS16,MS16-Sidi M'Sal,M302-59.1,-0.04,284.6
MS16,MS16-Sidi M'Sal,M302-59.9,0.02,285.4
MS16,MS16-Sidi M'Sal,M302-60.5,-0.18,286
MS16,MS16-Sidi M'Sal,M302-60.9,-1.91,286.4
MS16,MS16-Sidi M'Sal,M302-61.8,-1.32,287.3
MS16,MS16-Sidi M'Sal,M302-62.3,-0.67,287.8
MS16,MS16-Sidi M'Sal,M302-62.8,-1.41,288.3
MS16,MS16-Sidi M'Sal,M302-64.0,-0.82,289.5
MS16,MS16-Sidi M'Sal,M302-64.5,-0.56,290
MS16,MS16-Sidi M'Sal,M302-65.1,-0.67,290.6
MS16,MS16-Sidi M'Sal,M302-65.4,-0.88,290.9
MS16,MS16-Sidi M'Sal,M302-66.0,-0.73,291.5
MS16,MS16-Sidi M'Sal,M302-66.6,-1.34,292.1
MS16,MS16-Sidi M'Sal,M302-67.1,-1.4,292.6
MS16,MS16-Sidi M'Sal,M302-67.7,-1.43,293.2
MS16,MS16-Sidi M'Sal,M302-68.5,-1.44,294
MS16,MS16-Sidi M'Sal,M302-69.1,-1.49,294.6
MS16,MS16-Sidi M'Sal,M302-69.6,-1.47,295.1
MS16,MS16-Sidi M'Sal,M302-71.1,-0.98,296.6
MS16,MS16-Sidi M'Sal,M302-71.5,-0.97,297
MS16,MS16-Sidi M'Sal,M302-72.4,-1.04,297.9
MS16,MS16-Sidi M'Sal,M302-73.3,-1.26,298.8
MS16,MS16-Sidi M'Sal,M302-73.9,-1.47,299.4
MS16,MS16-Sidi M'Sal,M302-75.2,-1.64,300.7
MS16,MS16-Sidi M'Sal,M302-75.7,-1.75,301.2
MS16,MS16-Sidi M'Sal,M302-76.2,-1.46,301.7
MS16,MS16-Sidi M'Sal,M302-78.0,-0.62,303.5
MS16,MS16-Sidi M'Sal,M302-78.4,-0.47,303.9
MS16,MS16-Sidi M'Sal,M302-79.5,-1.03,305
MS16,MS16-Sidi M'Sal,M302-80.6,-0.68,306.1
MS16,MS16-Sidi M'Sal,M302-81.1,-0.72,306.6
MS16,MS16-Sidi M'Sal,M302-82.1,-0.64,307.6
MS16,MS16-Sidi M'Sal,M302-83.5,-0.91,309
MS16,MS16-Sidi M'Sal,M302-83.9,-0.75,309.4
MS16,MS16-Sidi M'Sal,M302-84.4,-1.08,309.9
MS16,MS16-Sidi M'Sal,M302-86.0,-1.28,311.5
MS16,MS16-Sidi M'Sal,M302-86.7,-1.2,312.2
MS16,MS16-Sidi M'Sal,M302-87.1,-0.72,312.6
MS16,MS16-Sidi M'Sal,M302-87.8,-1.09,313.3
MS16,MS16-Sidi M'Sal,M302-88.8,-0.8,314.3
MS16,MS16-Sidi M'Sal,M302-89.5,-0.64,315
MS16,MS16-Sidi M'Sal,M302-90.1,-0.74,315.6
MS16,MS16-Sidi M'Sal,M302-90.7,-1.05,316.2
MS16,MS16-Sidi M'Sal,M302-91.2,-1.42,316.7
MS16,MS16-Sidi M'Sal,M302-92.8,-1.65,318.3
MS16,MS16-Sidi M'Sal,M302-93.8,-3.11,319.3
MS16,MS16-Sidi M'Sal,M302-94.2,-2.56,319.7
MS16,MS16-Sidi M'Sal,M302-94.6,-2.58,320.1
MS16,MS16-Sidi M'Sal,M302-95.5,-2.36,321
MS16,MS16-Sidi M'Sal,M302-96.3,-2.33,321.8
MS16,MS16-Sidi M'Sal,M302-96.6,-2.67,322.1
MS16,MS16-Sidi M'Sal,M302-97.4,-2.1,322.9
MS16,MS16-Sidi M'Sal,M302-97.9,-2,323.4
MS16,MS16-Sidi M'Sal,M302-98.0,-1.83,323.5
MS16,MS16-Sidi M'Sal,M302-98.9,-1.77,324.4
MS16,MS16-Sidi M'Sal,M302-99.5,-1.74,325
MS16,MS16-Sidi M'Sal,M302-100.1,-1.54,325.6
MS16,MS16-Sidi M'Sal,M302-100.5,-2.36,326
MS16,MS16-Sidi M'Sal,M302-100.6,-1.97,326.1
MS16,MS16-Sidi M'Sal,M302-101.1,-2.02,326.6
MS16,MS16-Sidi M'Sal,M302-101.8,-1.67,327.3
MS16,MS16-Sidi M'Sal,M302-102.6,-1.4,328.1
MS16,MS16-Sidi M'Sal,M302-103.3,-1.78,328.8
MS16,MS16-Sidi M'Sal,M302-103.8,-1.93,329.3
MS16,MS16-Sidi M'Sal,M302-104.3,-1.86,329.8
MS16,MS16-Sidi M'Sal,M302-104.7,-2.1,330.2
MS16,MS16-Sidi M'Sal,M302-105.5,-2.22,331
MS16,MS16-Sidi M'Sal,M302-105.9,-2.1,331.4
MS16,MS16-Sidi M'Sal,M302-106.7,-2.1,332.2
MS16,MS16-Sidi M'Sal,M302-107.1,-2.16,332.6
MS16,MS16-Sidi M'Sal,M302-107.4,-2.2,332.9
MS16,MS16-Sidi M'Sal,M302-108.0,-2.18,333.5
MS16,MS16-Sidi M'Sal,M302-108.6,-2.05,334.1
MS16,MS16-Sidi M'Sal,M302-109.5,-2.01,335
MS16,MS16-Sidi M'Sal,M302-110.3,-1.97,335.8
MS16,MS16-Sidi M'Sal,M302-110.9,-1.93,336.4
MS16,MS16-Sidi M'Sal,M302-111.5,-1.75,337
MS16,MS16-Sidi M'Sal,M302-111.8,-1.43,337.3
MS16,MS16-Sidi M'Sal,M302-113.2,0.64,338.7
MS16,MS16-Sidi M'Sal,M302-114.7,1.25,340.2
MS16,MS16-Sidi M'Sal,M302-115.4,1.54,340.9
MS16,MS16-Sidi M'Sal,M302-116.2,1.32,341.7
MS16,MS16-Sidi M'Sal,M302-117.3,1.61,342.8
MS16,MS16-Sidi M'Sal,M302-118.0,1.67,343.5
MS16,MS16-Sidi M'Sal,M302-118.8,1.12,344.3
MS16,MS16-Sidi M'Sal,M302-119.7,1.38,345.2
MS16,MS16-Sidi M'Sal,M302-120.1,1.37,345.6
MS16,MS16-Sidi M'Sal,M302-120.5,1.14,346
MS16,MS16-Sidi M'Sal,M302-121.0,1.37,346.5
MS16,MS16-Sidi M'Sal,M302-121.7,1.28,347.2
MS16,MS16-Sidi M'Sal,M302-122.2,1,347.7
MS16,MS16-Sidi M'Sal,M302-122.9,-1,348.4
MS16,MS16-Sidi M'Sal,M302-123.3,-0.65,348.8
MS16,MS16-Sidi M'Sal,M302-123.8,-0.64,349.3
MS16,MS16-Sidi M'Sal,M302-124.6,-1.07,350.1
MS16,MS16-Sidi M'Sal,M302-125.1,-0.78,350.6
MS16,MS16-Sidi M'Sal,M302-126.0,-0.71,351.5
MS16,MS16-Sidi M'Sal,M302-126.3,-0.66,351.8
MS16,MS16-Sidi M'Sal,M302-126.9,-0.44,352.4
MS16,MS16-Sidi M'Sal,M302-127.1,-0.43,352.6
MS16,MS16-Sidi M'Sal,M302-127.5,-0.37,353
MS16,MS16-Sidi M'Sal,M302-128.0,-0.4,353.5
MS16,MS16-Sidi M'Sal,M302-128.6,-0.44,354.1
MS16,MS16-Sidi M'Sal,M302-129.2,-0.57,354.7
MS16,MS16-Sidi M'Sal,M302-129.8,-0.03,355.3
MS16,MS16-Sidi M'Sal,M302-130.1,-0.11,355.6
MS16,MS16-Sidi M'Sal,M302-131.1,-0.36,356.6
MS16,MS16-Sidi M'Sal,M302-131.6,-0.48,357.1
MS16,MS16-Sidi M'Sal,M302-132.1,-0.7,357.6
MS16,MS16-Sidi M'Sal,M302-132.6,-0.58,358.1
MS16,MS16-Sidi M'Sal,M302-133.0,-0.35,358.5
MS16,MS16-Sidi M'Sal,M302-134.0,-1.02,359.5
MS16,MS16-Sidi M'Sal,M302-134.6,-1.35,360.1
MS16,MS16-Sidi M'Sal,M302-135.2,-1.34,360.7
MS16,MS16-Sidi M'Sal,M302-136.4,-2.6,361.9
MS16,MS16-Sidi M'Sal,M302-137.2,-2.82,362.7
MS16,MS16-Sidi M'Sal,M302-137.7,-3.62,363.2
MS16,MS16-Sidi M'Sal,M302-138.3,-1.77,363.8
MS16,MS16-Sidi M'Sal,M302-138.8,-1.44,364.3
MS16,MS16-Sidi M'Sal,M302-139.5,-1.01,365
